id,jurisdiction,label,slot,verdict,basis,has_span,has_cite
ffedfa8f9833ea22d588,UAE,C4,addressee,covered,direct_textual,0,1
ffedfa8f9833ea22d588,UAE,C4,modality,covered,direct_textual,0,1
ffedfa8f9833ea22d588,UAE,C4,action,uncovered,absent,0,1
ffedfa8f9833ea22d588,UAE,C4,scope,broader,direct_textual,0,1
ffedfa8f9833ea22d588,UAE,C4,condition,broader,direct_textual,0,1
ffedfa8f9833ea22d588,UAE,C4,exception,partial,direct_textual,0,1
ffedfa8f9833ea22d588,UAE,C4,temporal,broader,direct_textual,0,1
ffedfa8f9833ea22d588,UAE,C4,consequence,covered,absent,0,0
9e106678371af78ed327,KWT,C2,addressee,covered,direct_textual,0,1
9e106678371af78ed327,KWT,C2,modality,covered,direct_textual,0,1
9e106678371af78ed327,KWT,C2,action,covered,direct_textual,0,1
9e106678371af78ed327,KWT,C2,scope,covered,distributed,0,1
9e106678371af78ed327,KWT,C2,condition,partial,conceptual,0,1
9e106678371af78ed327,KWT,C2,exception,covered,absent,0,1
9e106678371af78ed327,KWT,C2,temporal,covered,direct_textual,0,1
9e106678371af78ed327,KWT,C2,consequence,covered,absent,0,1
ad0502771aa42af4182f,OMN,C1,proposition,covered,direct_textual,1,1
ad0502771aa42af4182f,OMN,C1,addressee,covered,direct_textual,1,1
ad0502771aa42af4182f,OMN,C1,modality,covered,direct_textual,1,1
ad0502771aa42af4182f,OMN,C1,action,covered,direct_textual,1,1
ad0502771aa42af4182f,OMN,C1,scope,covered,direct_textual,1,1
ad0502771aa42af4182f,OMN,C1,condition,covered,direct_textual,1,1
ad0502771aa42af4182f,OMN,C1,exception,narrower,direct_textual,1,1
ad0502771aa42af4182f,OMN,C1,temporal,covered,absent,0,0
ad0502771aa42af4182f,OMN,C1,consequence,covered,absent,0,0
83886bed7439e2d5dc61,QAT,C4,addressee,covered,direct_textual,0,1
83886bed7439e2d5dc61,QAT,C4,modality,covered,distributed,0,1
83886bed7439e2d5dc61,QAT,C4,action,partial,distributed,0,1
83886bed7439e2d5dc61,QAT,C4,scope,broader,distributed,0,1
83886bed7439e2d5dc61,QAT,C4,condition,narrower,direct_textual,0,1
83886bed7439e2d5dc61,QAT,C4,exception,covered,absent,0,0
83886bed7439e2d5dc61,QAT,C4,temporal,uncovered,absent,0,0
83886bed7439e2d5dc61,QAT,C4,consequence,covered,absent,0,0
c8eb6f28eb062828ff5f,UAE,C1,addressee,covered,direct_textual,1,1
c8eb6f28eb062828ff5f,UAE,C1,modality,covered,direct_textual,1,1
c8eb6f28eb062828ff5f,UAE,C1,action,narrower,direct_textual,1,1
c8eb6f28eb062828ff5f,UAE,C1,scope,covered,direct_textual,1,1
c8eb6f28eb062828ff5f,UAE,C1,condition,covered,absent,0,0
c8eb6f28eb062828ff5f,UAE,C1,exception,covered,absent,0,0
c8eb6f28eb062828ff5f,UAE,C1,temporal,covered,direct_textual,1,1
c8eb6f28eb062828ff5f,UAE,C1,consequence,covered,absent,0,0
dc28c1b9186d139ac691,UAE,C1,addressee,covered,direct_textual,1,1
dc28c1b9186d139ac691,UAE,C1,modality,covered,direct_textual,1,1
dc28c1b9186d139ac691,UAE,C1,action,narrower,direct_textual,1,1
dc28c1b9186d139ac691,UAE,C1,scope,covered,direct_textual,1,1
dc28c1b9186d139ac691,UAE,C1,condition,broader,absent,0,0
dc28c1b9186d139ac691,UAE,C1,exception,covered,direct_textual,1,1
dc28c1b9186d139ac691,UAE,C1,temporal,broader,direct_textual,1,1
dc28c1b9186d139ac691,UAE,C1,consequence,covered,absent,0,0
6ae9f761e719f2865fc7,BHR,C5,addressee,uncovered,absent,0,0
6ae9f761e719f2865fc7,BHR,C5,modality,uncovered,absent,0,0
6ae9f761e719f2865fc7,BHR,C5,action,uncovered,absent,0,0
6ae9f761e719f2865fc7,BHR,C5,scope,uncovered,absent,0,0
6ae9f761e719f2865fc7,BHR,C5,condition,uncovered,absent,0,0
6ae9f761e719f2865fc7,BHR,C5,exception,uncovered,absent,0,0
6ae9f761e719f2865fc7,BHR,C5,temporal,uncovered,absent,0,0
6ae9f761e719f2865fc7,BHR,C5,consequence,uncovered,absent,0,0
53e735a3521035ba2375,KSA,C2,addressee,covered,direct_textual,0,1
53e735a3521035ba2375,KSA,C2,modality,covered,direct_textual,0,1
53e735a3521035ba2375,KSA,C2,action,uncovered,absent,0,0
53e735a3521035ba2375,KSA,C2,scope,partial,direct_textual,0,1
53e735a3521035ba2375,KSA,C2,condition,uncovered,absent,0,0
53e735a3521035ba2375,KSA,C2,exception,covered,absent,0,0
53e735a3521035ba2375,KSA,C2,temporal,covered,absent,0,0
53e735a3521035ba2375,KSA,C2,consequence,covered,absent,0,0
73686e2a98f46f56ff84,KWT,C5,addressee,uncovered,absent,0,0
73686e2a98f46f56ff84,KWT,C5,modality,uncovered,absent,0,0
73686e2a98f46f56ff84,KWT,C5,action,uncovered,absent,0,0
73686e2a98f46f56ff84,KWT,C5,scope,uncovered,absent,0,0
73686e2a98f46f56ff84,KWT,C5,condition,uncovered,absent,0,0
73686e2a98f46f56ff84,KWT,C5,exception,uncovered,absent,0,0
73686e2a98f46f56ff84,KWT,C5,temporal,uncovered,absent,0,0
73686e2a98f46f56ff84,KWT,C5,consequence,uncovered,absent,0,0
aef679d71ef5d90d0b5e,QAT,C2,addressee,covered,direct_textual,0,1
aef679d71ef5d90d0b5e,QAT,C2,modality,covered,direct_textual,0,1
aef679d71ef5d90d0b5e,QAT,C2,action,uncovered,distributed,0,1
aef679d71ef5d90d0b5e,QAT,C2,scope,uncovered,absent,0,0
aef679d71ef5d90d0b5e,QAT,C2,condition,uncovered,absent,0,0
aef679d71ef5d90d0b5e,QAT,C2,exception,covered,absent,0,0
aef679d71ef5d90d0b5e,QAT,C2,temporal,covered,absent,0,0
aef679d71ef5d90d0b5e,QAT,C2,consequence,covered,absent,0,0
ff77af38b58a4a7716e9,UAE,C1,addressee,covered,direct_textual,0,1
ff77af38b58a4a7716e9,UAE,C1,modality,covered,direct_textual,0,1
ff77af38b58a4a7716e9,UAE,C1,action,broader,direct_textual,0,1
ff77af38b58a4a7716e9,UAE,C1,scope,covered,direct_textual,0,1
ff77af38b58a4a7716e9,UAE,C1,condition,covered,direct_textual,0,1
ff77af38b58a4a7716e9,UAE,C1,exception,narrower,direct_textual,0,1
ff77af38b58a4a7716e9,UAE,C1,temporal,covered,direct_textual,0,1
ff77af38b58a4a7716e9,UAE,C1,consequence,covered,absent,0,0
9a27240a9382c88a87c5,KSA,C2,addressee,covered,direct_textual,1,1
9a27240a9382c88a87c5,KSA,C2,modality,covered,direct_textual,1,1
9a27240a9382c88a87c5,KSA,C2,action,uncovered,absent,1,1
9a27240a9382c88a87c5,KSA,C2,scope,covered,direct_textual,1,1
9a27240a9382c88a87c5,KSA,C2,condition,uncovered,absent,1,1
9a27240a9382c88a87c5,KSA,C2,exception,uncovered,absent,1,1
9a27240a9382c88a87c5,KSA,C2,temporal,uncovered,absent,1,1
9a27240a9382c88a87c5,KSA,C2,consequence,uncovered,absent,1,1
92efb845ccb99e8753b5,KWT,C1,addressee,covered,direct_textual,0,1
92efb845ccb99e8753b5,KWT,C1,modality,covered,distributed,0,1
92efb845ccb99e8753b5,KWT,C1,action,covered,direct_textual,0,1
92efb845ccb99e8753b5,KWT,C1,scope,covered,direct_textual,0,1
92efb845ccb99e8753b5,KWT,C1,condition,broader,absent,0,1
92efb845ccb99e8753b5,KWT,C1,exception,covered,absent,0,0
92efb845ccb99e8753b5,KWT,C1,temporal,covered,absent,0,0
92efb845ccb99e8753b5,KWT,C1,consequence,covered,absent,0,0
71f663099373349d800b,BHR,C3,addressee,covered,direct_textual,0,1
71f663099373349d800b,BHR,C3,modality,weaker_modality,direct_textual,0,1
71f663099373349d800b,BHR,C3,action,covered,distributed,0,1
71f663099373349d800b,BHR,C3,scope,covered,direct_textual,0,1
71f663099373349d800b,BHR,C3,condition,narrower,distributed,0,1
71f663099373349d800b,BHR,C3,exception,narrower,distributed,0,1
71f663099373349d800b,BHR,C3,temporal,uncovered,absent,0,0
71f663099373349d800b,BHR,C3,consequence,broader,direct_textual,0,1
7344b9d17c6e2ab1a22a,UAE,C2,addressee,covered,direct_textual,0,1
7344b9d17c6e2ab1a22a,UAE,C2,modality,covered,direct_textual,0,1
7344b9d17c6e2ab1a22a,UAE,C2,action,covered,direct_textual,0,1
7344b9d17c6e2ab1a22a,UAE,C2,scope,covered,direct_textual,0,1
7344b9d17c6e2ab1a22a,UAE,C2,condition,narrower,direct_textual,0,1
7344b9d17c6e2ab1a22a,UAE,C2,exception,narrower,direct_textual,0,1
7344b9d17c6e2ab1a22a,UAE,C2,temporal,uncovered,absent,0,0
7344b9d17c6e2ab1a22a,UAE,C2,consequence,covered,absent,0,0
27007d2641d3200710c8,QAT,C2,addressee,covered,direct_textual,0,1
27007d2641d3200710c8,QAT,C2,modality,covered,direct_textual,0,1
27007d2641d3200710c8,QAT,C2,action,partial,direct_textual,0,1
27007d2641d3200710c8,QAT,C2,scope,partial,direct_textual,0,1
27007d2641d3200710c8,QAT,C2,condition,broader,direct_textual,0,1
27007d2641d3200710c8,QAT,C2,exception,uncovered,absent,0,0
27007d2641d3200710c8,QAT,C2,temporal,covered,direct_textual,0,1
27007d2641d3200710c8,QAT,C2,consequence,covered,absent,0,0
b9a947df9153bceba660,KSA,C2,addressee,covered,direct_textual,1,1
b9a947df9153bceba660,KSA,C2,modality,covered,direct_textual,1,1
b9a947df9153bceba660,KSA,C2,action,partial,conceptual,1,1
b9a947df9153bceba660,KSA,C2,scope,uncovered,absent,0,0
b9a947df9153bceba660,KSA,C2,condition,uncovered,absent,0,0
b9a947df9153bceba660,KSA,C2,exception,partial,direct_textual,1,1
b9a947df9153bceba660,KSA,C2,temporal,broader,direct_textual,1,1
b9a947df9153bceba660,KSA,C2,consequence,covered,absent,0,0
1191e2aa1011b61c9c75,QAT,C2,addressee,covered,direct_textual,0,1
1191e2aa1011b61c9c75,QAT,C2,modality,covered,direct_textual,0,1
1191e2aa1011b61c9c75,QAT,C2,action,uncovered,absent,0,1
1191e2aa1011b61c9c75,QAT,C2,scope,uncovered,absent,0,1
1191e2aa1011b61c9c75,QAT,C2,condition,uncovered,absent,0,1
1191e2aa1011b61c9c75,QAT,C2,exception,partial,distributed,0,1
1191e2aa1011b61c9c75,QAT,C2,temporal,covered,absent,0,1
1191e2aa1011b61c9c75,QAT,C2,consequence,covered,absent,0,1
a30e6f210019c70ac23d,BHR,C4,addressee,covered,direct_textual,0,1
a30e6f210019c70ac23d,BHR,C4,modality,covered,direct_textual,0,1
a30e6f210019c70ac23d,BHR,C4,action,covered,direct_textual,0,1
a30e6f210019c70ac23d,BHR,C4,scope,narrower,distributed,0,1
a30e6f210019c70ac23d,BHR,C4,condition,broader,direct_textual,0,1
a30e6f210019c70ac23d,BHR,C4,exception,covered,absent,0,1
a30e6f210019c70ac23d,BHR,C4,temporal,uncovered,absent,0,1
a30e6f210019c70ac23d,BHR,C4,consequence,covered,absent,0,1
f99d1d893d8aee86cd3f,QAT,C2,addressee,uncovered,distributed,0,1
f99d1d893d8aee86cd3f,QAT,C2,modality,covered,direct_textual,0,1
f99d1d893d8aee86cd3f,QAT,C2,action,covered,distributed,0,1
f99d1d893d8aee86cd3f,QAT,C2,scope,covered,direct_textual,0,1
f99d1d893d8aee86cd3f,QAT,C2,condition,partial,distributed,0,1
f99d1d893d8aee86cd3f,QAT,C2,exception,covered,absent,0,0
f99d1d893d8aee86cd3f,QAT,C2,temporal,covered,absent,0,0
f99d1d893d8aee86cd3f,QAT,C2,consequence,covered,absent,0,0
078fc76bfa3d03bf8caa,QAT,C1,addressee,covered,direct_textual,0,1
078fc76bfa3d03bf8caa,QAT,C1,modality,covered,direct_textual,0,1
078fc76bfa3d03bf8caa,QAT,C1,action,covered,direct_textual,0,1
078fc76bfa3d03bf8caa,QAT,C1,scope,covered,distributed,0,1
078fc76bfa3d03bf8caa,QAT,C1,condition,broader,distributed,0,1
078fc76bfa3d03bf8caa,QAT,C1,exception,covered,absent,0,0
078fc76bfa3d03bf8caa,QAT,C1,temporal,covered,absent,0,0
078fc76bfa3d03bf8caa,QAT,C1,consequence,covered,absent,0,0
fc7737e3be00b70eb881,KWT,C1,addressee,covered,conceptual,1,1
fc7737e3be00b70eb881,KWT,C1,modality,covered,direct_textual,1,1
fc7737e3be00b70eb881,KWT,C1,action,covered,direct_textual,1,1
fc7737e3be00b70eb881,KWT,C1,scope,covered,distributed,1,1
fc7737e3be00b70eb881,KWT,C1,condition,broader,absent,1,1
fc7737e3be00b70eb881,KWT,C1,exception,covered,absent,0,0
fc7737e3be00b70eb881,KWT,C1,temporal,covered,absent,0,0
fc7737e3be00b70eb881,KWT,C1,consequence,covered,absent,1,0
498bdefe2c6f491e41e2,OMN,C1,addressee,covered,direct_textual,1,1
498bdefe2c6f491e41e2,OMN,C1,modality,covered,direct_textual,1,1
498bdefe2c6f491e41e2,OMN,C1,action,covered,distributed,1,1
498bdefe2c6f491e41e2,OMN,C1,scope,covered,conceptual,1,1
498bdefe2c6f491e41e2,OMN,C1,condition,broader,absent,0,0
498bdefe2c6f491e41e2,OMN,C1,exception,covered,absent,0,0
498bdefe2c6f491e41e2,OMN,C1,temporal,broader,direct_textual,1,1
498bdefe2c6f491e41e2,OMN,C1,consequence,covered,absent,0,0
6a7b9ba99dd154ef3e01,UAE,C2,addressee,covered,direct_textual,1,1
6a7b9ba99dd154ef3e01,UAE,C2,modality,covered,direct_textual,1,1
6a7b9ba99dd154ef3e01,UAE,C2,action,partial,conceptual,1,1
6a7b9ba99dd154ef3e01,UAE,C2,scope,covered,direct_textual,1,1
6a7b9ba99dd154ef3e01,UAE,C2,condition,covered,distributed,1,1
6a7b9ba99dd154ef3e01,UAE,C2,exception,covered,absent,0,0
6a7b9ba99dd154ef3e01,UAE,C2,temporal,covered,absent,0,0
6a7b9ba99dd154ef3e01,UAE,C2,consequence,covered,absent,0,0
85b6e6596f63ea5ae9d0,QAT,C1,addressee,covered,direct_textual,0,1
85b6e6596f63ea5ae9d0,QAT,C1,modality,covered,direct_textual,0,1
85b6e6596f63ea5ae9d0,QAT,C1,action,covered,distributed,0,1
85b6e6596f63ea5ae9d0,QAT,C1,scope,covered,distributed,0,1
85b6e6596f63ea5ae9d0,QAT,C1,condition,covered,distributed,0,1
85b6e6596f63ea5ae9d0,QAT,C1,exception,covered,absent,0,0
85b6e6596f63ea5ae9d0,QAT,C1,temporal,covered,direct_textual,0,1
85b6e6596f63ea5ae9d0,QAT,C1,consequence,covered,absent,0,0
5894bff56ccbb0643588,KSA,C5,addressee,uncovered,absent,0,0
5894bff56ccbb0643588,KSA,C5,modality,uncovered,absent,0,0
5894bff56ccbb0643588,KSA,C5,action,uncovered,absent,0,0
5894bff56ccbb0643588,KSA,C5,scope,uncovered,absent,0,0
5894bff56ccbb0643588,KSA,C5,condition,uncovered,absent,0,0
5894bff56ccbb0643588,KSA,C5,exception,uncovered,absent,0,0
5894bff56ccbb0643588,KSA,C5,temporal,uncovered,absent,0,0
5894bff56ccbb0643588,KSA,C5,consequence,uncovered,absent,0,0
7171b05c4a6337fc55de,KWT,C5,addressee,uncovered,direct_textual,0,1
7171b05c4a6337fc55de,KWT,C5,modality,uncovered,absent,0,0
7171b05c4a6337fc55de,KWT,C5,action,uncovered,absent,0,0
7171b05c4a6337fc55de,KWT,C5,scope,uncovered,absent,0,0
7171b05c4a6337fc55de,KWT,C5,condition,uncovered,absent,0,0
7171b05c4a6337fc55de,KWT,C5,exception,uncovered,absent,0,0
7171b05c4a6337fc55de,KWT,C5,temporal,uncovered,absent,0,0
7171b05c4a6337fc55de,KWT,C5,consequence,uncovered,absent,0,0
2f3b3fd2fee14fdd34f3,KSA,C4,addressee,narrower,direct_textual,0,1
2f3b3fd2fee14fdd34f3,KSA,C4,modality,covered,distributed,0,1
